date, pm25, pm10, o3, no2, so2, co
2019/12/29, 127, -1, -1, -1, -1, -1
2019/12/31, -1, 36, 12, 11, 1, -1
2020/01/01, 74, 46, 12, 15, 1, -1
2020/01/02, 93, 52, 12, 19, 1, -1
2020/01/03, 102, 56, 16, 19, 1, -1
2020/01/04, 121, 61, 15, 17, 1, -1
2020/01/05, 130, 66, 14, 28, 1, -1
2020/01/06, 135, 69, 17, 23, 1, -1
2020/01/07, 139, 71, 16, 22, 1, -1
2020/01/08, 149, 70, 18, 21, 1, -1
2020/01/09, 140, 93, 14, 31, 2, -1
2020/01/10, 180, 64, 16, 15, 1, -1
2020/01/11, 138, 56, 16, 10, 2, -1
2020/01/12, 120, 56, 13, 12, 1, -1
2020/01/13, 116, 56, 13, 13, 1, -1
2020/01/14, 112, 61, 14, 15, 1, -1
2020/01/15, 122, 67, 16, 13, 1, -1
2020/01/16, 127, 70, 19, 16, 1, -1
2020/01/17, 143, 74, 15, 12, 1, -1
2020/01/18, 162, 72, 19, 11, 1, -1
2020/01/19, 159, 76, 17, 17, 1, -1
2020/01/20, 163, 67, 18, 14, 1, -1
2020/01/21, 147, 63, 4, 16, 1, -1
2020/01/22, 124, 58, 13, 10, -1, -1
2020/01/23, 115, 48, 9, 8, 1, -1
2020/01/24, 84, 39, 10, 5, -1, -1
2020/01/25, 69, 33, 10, 7, 1, -1
2020/01/26, 62, 40, 10, 10, 1, -1
2020/01/27, 81, 47, 14, 12, 1, -1
2020/01/28, 101, 49, 21, 16, 1, -1
2020/01/29, 104, 56, 21, 16, 1, -1
2020/01/30, 110, 68, 20, 13, 1, -1
2020/01/31, 138, 88, 27, 17, 1, -1
2020/02/01, 161, 85, 27, 15, 1, -1
2020/02/02, 162, 80, 23, 13, 1, -1
2020/02/03, 159, 71, 18, 10, 1, -1
2020/02/04, 145, 58, 18, 10, 1, -1
2020/02/05, 109, 48, 15, 9, 1, -1
2020/02/06, 91, 59, 19, 13, 1, -1
2020/02/07, 108, 59, 22, 11, 1, -1
2020/02/08, 118, 72, 17, 15, 1, -1
2020/02/09, 138, 75, 20, 13, 1, -1
2020/02/10, 138, 71, 22, 15, 1, -1
2020/02/11, 154, 58, 14, 9, 1, -1
2020/02/12, 126, 32, 8, 6, -1, -1
2020/02/13, 58, 29, 6, 5, 1, -1
2020/02/14, 55, 37, 11, 8, 1, -1
2020/02/15, 75, 26, 9, 7, 1, -1
2020/02/16, 58, 38, 14, 11, -1, -1
2020/02/17, 73, 62, 15, 12, 1, -1
2020/02/18, 118, 81, 21, 17, 1, -1
2020/02/19, 149, 86, 19, 19, 1, -1
2020/02/20, 167, 79, 19, 15, 1, -1
2020/02/21, 154, 82, 17, 14, 1, -1
2020/02/22, 150, 80, 22, 14, 1, -1
2020/02/23, 151, 87, 22, 19, 1, -1
2020/02/24, 166, 89, 25, 14, 1, -1
2020/02/25, 164, 73, 20, 11, 1, -1
2020/02/26, 145, 75, 12, 17, 1, -1
2020/02/27, 140, 50, 13, 10, 1, -1
2020/02/28, 104, 49, 13, 9, 1, -1
2020/02/29, 96, 51, 14, 7, -1, -1
2020/03/01, 91, 47, 12, 6, -1, -1
2020/03/02, 91, 33, 6, 4, 1, -1
2020/03/03, 66, 29, 6, 6, 1, -1
2020/03/04, 56, 31, 6, 6, -1, -1
2020/03/05, 63, 30, 8, 6, -1, -1
2020/03/06, 63, 32, 6, 6, -1, -1
2020/03/07, 66, 40, 12, 6, -1, -1
2020/03/08, 83, 56, 25, 11, 1, -1
2020/03/09, 119, 49, 14, 9, -1, -1
2020/03/10, 107, 54, 15, 11, 1, -1
2020/03/11, 111, 44, 8, 6, -1, -1
2020/03/12, 94, 37, 8, 5, -1, -1
2020/03/13, 80, 35, 8, 5, -1, -1
2020/03/14, 72, 37, 6, 9, 1, -1
2020/03/15, 81, 57, 12, 15, 1, -1
2020/03/16, 109, 46, 13, 5, 1, -1
2020/03/17, 79, 44, 10, 6, -1, -1
2020/03/18, 84, 40, 11, 6, -1, -1
2020/03/19, 75, 36, 10, 5, -1, -1
2020/03/20, 75, 36, 11, 5, 1, -1
2020/03/21, 80, 30, 14, 6, -1, -1
2020/03/22, 69, 30, 13, 7, -1, -1
2020/03/23, 66, 28, 11, 7, 1, -1
2020/03/24, 61, 27, 9, 4, -1, -1
2020/03/25, 63, -1, -1, -1, -1, -1
